name,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03
Jonathan Beattie,rebelalliance,norrawexley-btla4ywing,btla4ywing,46,1,0,0,ioncannonturret,,,,,,,,,,1,6,2,2,5,,,,
Jonathan Beattie,rebelalliance,zeborrelios,attackshuttle,35,1,0,0,dorsalturret,,,,,,,,,,2,3,1,3,2,,,,
Jonathan Beattie,rebelalliance,hortonsalm,btla4ywing,43,1,0,0,proximitymines,,,,,,,,,,1,6,2,2,4,,,,
Jonathan Beattie,rebelalliance,ezrabridger,attackshuttle,40,0,0,0,,,,,,,,,,,2,3,1,3,3,,,,
Jonathan Giron,firstorder,zetasquadronsurvivor,tiesffighter,37,2,1,1,ionmissiles,delayedfuses,,,,,,,,,2,3,3,2,2,delayedfuses,,,
Jonathan Giron,firstorder,epsilonsquadroncadet,tiefofighter,25,0,0,0,,,,,,,,,,,3,3,1,2,1,,,,
Jonathan Giron,firstorder,omegasquadronexpert,tiesffighter,37,1,0,0,passivesensors,,,,,,,,,,2,3,3,2,3,,,,
Jonathan Giron,firstorder,rush,tievnsilencer,57,0,0,0,,,,,,,,,,,3,4,2,3,2,,,,
Jonathan Giron,firstorder,omegasquadronexpert,tiesffighter,34,0,0,0,,,,,,,,,,,2,3,3,2,3,,,,
Jonathan Goeres,galacticempire,countdown,tieskstriker,64,3,0,0,intimidation,fifthbrother,connernets,,,,,,,,2,4,0,3,4,,,,
Jonathan Goeres,galacticempire,captainoicunn,vt49decimator,113,6,0,0,lonewolf,plasmatorpedoes,seventhsister,tacticalofficer,ionbombs,dauntless,,,,,0,12,4,3,3,,,,
Jonathan Goeres,galacticempire,obsidiansquadronpilot,tielnfighter,23,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Jonathan McKinstray,galacticempire,maulermithel,tielnfighter,31,0,0,0,,,,,,,,,,,3,3,0,2,5,,,,
Jonathan McKinstray,galacticempire,captainoicunn,vt49decimator,85,3,0,0,directorkrennic,isbslicer,dauntless,,,,,,,,0,12,4,3,3,,,,
Jonathan McKinstray,galacticempire,inquisitor,tieadvancedv1,35,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,
Jonathan McKinstray,galacticempire,lieutenantsai,lambdaclasst4ashuttle,47,0,0,0,,,,,,,,,,,1,6,4,3,3,,,,
Jonathan VanSickle,scumandvillainy,trandoshanslaver,yv666lightfreighter,52,0,0,0,,,,,,,,,,,1,9,3,3,2,,,,
Jonathan VanSickle,scumandvillainy,cartelexecutioner,m12lkimogilafighter,47,3,0,0,tacticalscrambler,crackshot,inertialdampeners,,,,,,,,1,7,2,3,3,,,,
Jonathan VanSickle,scumandvillainy,landocalrissian,customizedyt1300lightfreighter,56,2,0,0,dengar,marksmanship,,,,,,,,,1,8,3,2,4,,,,
Jonathan VanSickle,scumandvillainy,blacksunenforcer,starviperclassattackplatform,45,0,0,0,,,,,,,,,,,3,4,1,3,2,,,,
JonBabcock,firstorder,zetasquadronsurvivor,tiesffighter,32,0,0,0,,,,,,,,,,,2,3,3,2,2,,,,
JonBabcock,firstorder,majorstridan,upsilonclassshuttle,96,4,0,0,deuteriumpowercells,hyperspacetrackingdata,supremeleadersnoke,autoblasters,,,,,,,1,6,6,4,4,,,,
JonBabcock,firstorder,holo,tiebainterceptor,65,2,0,0,proudtradition,primedthrusters,,,,,,,,,3,2,2,3,5,,,,
Jordan Klein,rebelalliance,dutchvander,btla4ywing,72,5,0,0,ioncannonturret,protontorpedoes,r5astromech,stealthdevice,proximitymines,,,,,,1,6,2,2,4,,,,
Jordan Klein,rebelalliance,redsquadronveteran,t65xwing,66,5,0,0,trickshot,protontorpedoes,r5d8,electronicbaffle,servomotorsfoils,,,,,,2,4,2,3,3,,,,
Jordan Klein,rebelalliance,lieutenantblount,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Jordan Klein,rebelalliance,ezrabridger-tielnfighter,tielnfighter,31,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,
Josef Riccio,rebelalliance,arvelcrynyd,rz1awing,36,1,0,0,predator,,,,,,,,,,3,2,2,2,3,,,,
Josef Riccio,rebelalliance,herasyndulla,attackshuttle,47,3,0,0,predator,leiaorgana,phantom,,,,,,,,2,3,1,3,5,,,,
Josef Riccio,rebelalliance,ibtisam,arc170starfighter,60,1,0,0,ezrabridger,,,,,,,,,,1,6,3,3,3,,,,
Josef Riccio,rebelalliance,wedgeantilles,t65xwing,55,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,6,,,,
Josh Benjamin,galacticempire,patrolleader,vt49decimator,71,1,0,0,dauntless,,,,,,,,,,0,12,4,3,2,,,,
Josh Benjamin,galacticempire,coloneljendon,lambdaclasst4ashuttle,54,1,0,0,collisiondetector,,,,,,,,,,1,6,4,3,3,,,,
Josh Benjamin,galacticempire,planetarysentinel,tieskstriker,34,1,0,0,targetingcomputer,,,,,,,,,,2,4,0,3,1,,,,
Josh Benjamin,galacticempire,tempestsquadronpilot,tieadvancedx1,36,0,0,0,,,,,,,,,,,3,3,2,2,2,,,,
Josh Dunne,scumandvillainy,dacebonearm,hwk290lightfreighter,65,3,0,0,landocalrissian-crew,afterburners,moldycrow,,,,,,,,2,3,2,2,4,,,,
Josh Dunne,scumandvillainy,lokrevenant,scurrgh6bomber,61,4,0,0,ioncannonturret,proximitymines,havoc,passivesensors,,,,,,,1,6,4,3,2,,,,
Josh Dunne,scumandvillainy,lattsrazzi,yv666lightfreighter,72,3,0,0,clustermissiles,chewbacca-crew,dengar,,,,,,,,1,9,3,3,3,,,,
Joshua Bray,scumandvillainy,kathscarlet,firesprayclasspatrolcraft,83,3,0,0,heavylasercannon,000,slavei,,,,,,,,2,6,4,3,4,,,,
Joshua Bray,scumandvillainy,guri,starviperclassattackplatform,64,0,0,0,,,,,,,,,,,3,4,1,3,5,,,,
Joshua Bray,scumandvillainy,landocalrissian,customizedyt1300lightfreighter,49,0,0,0,,,,,,,,,,,1,8,3,2,4,,,,
Joshua Richardson,scumandvillainy,moraloeval,yv666lightfreighter,86,6,0,0,lonewolf,heavylasercannon,bobafett,greedo,inertialdampeners,houndstooth,,,,,1,9,3,3,4,,,,
Joshua Richardson,scumandvillainy,guri,starviperclassattackplatform,81,3,1,3,outmaneuver,targetingcomputer,virago,,,,,,,,3,4,2,3,5,targetingcomputer,,,
Joshua Richardson,scumandvillainy,sarcoplank,quadrijettransferspacetug,32,0,0,0,,,,,,,,,,,2,5,0,2,2,,,,
Jukequeline,scumandvillainy,landocalrissian,customizedyt1300lightfreighter,56,1,0,0,protonrockets,,,,,,,,,,1,8,3,2,4,,,,
Jukequeline,scumandvillainy,bountyhunter,firesprayclasspatrolcraft,62,0,0,0,,,,,,,,,,,2,6,4,3,2,,,,
Jukequeline,scumandvillainy,ketsuonyo,lancerclasspursuitcraft,74,2,0,0,swarmtactics,shadowcaster,,,,,,,,,2,8,2,3,5,,,,
Justin Brown,scumandvillainy,solsixxa,scurrgh6bomber,73,7,0,0,ioncannonturret,skilledbombardier,protonbombs,seismiccharges,havoc,trajectorysimulator,r5astromech,,,,1,6,4,3,3,,,,
Justin Brown,scumandvillainy,miningguildsentry,modifiedtielnfighter,22,0,0,0,,,,,,,,,,,3,3,0,2,1,,,,
Justin Brown,scumandvillainy,blacksunsoldier,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,
Justin Brown,scumandvillainy,dalanoberos,m12lkimogilafighter,45,0,0,0,,,,,,,,,,,1,7,2,3,3,,,,
Justin Brown,scumandvillainy,blacksunsoldier,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,
Justin Brown,scumandvillainy,autopilotdrone,escapecraft,12,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,
Justin Timmons,galacticempire,alphasquadronpilot,tieininterceptor,33,1,0,0,electronicbaffle,,,,,,,,,,3,3,0,3,1,,,,
Justin Timmons,galacticempire,rhosquadronpilot,alphaclassstarwing,56,5,0,0,trickshot,plasmatorpedoes,concussionmissiles,electronicbaffle,os1arsenalloadout,,,,,,2,4,3,2,3,,,,
Justin Timmons,galacticempire,redline,tiecapunisher,60,2,0,0,firecontrolsystem,concussionmissiles,,,,,,,,,1,6,3,2,5,,,,
Justin Timmons,galacticempire,zertikstrom,tieadvancedx1,46,2,0,0,passivesensors,electronicbaffle,,,,,,,,,3,3,2,2,3,,,,
Katherine Cr,galacticempire,captainjonus,tiesabomber,83,6,0,0,debrisgambit,advprotontorpedoes,ionmissiles,magpulsewarheads,connernets,electroprotonbomb,,,,,2,6,0,2,4,,,,
Katherine Cr,galacticempire,sabersquadronace,tieininterceptor,48,2,0,0,lonewolf,hullupgrade,,,,,,,,,3,4,0,3,4,,,,
Katherine Cr,galacticempire,soontirfel,tieininterceptor,69,3,0,0,outmaneuver,shieldupgrade,electronicbaffle,,,,,,,,3,3,1,3,6,,,,
Keith Wong,galacticempire,deathrain,tiecapunisher,49,1,0,0,clustermissiles,,,,,,,,,,1,6,3,2,4,,,,
Keith Wong,galacticempire,patrolleader,vt49decimator,71,1,0,0,dauntless,,,,,,,,,,0,12,4,3,2,,,,
Keith Wong,galacticempire,captainoicunn,vt49decimator,79,1,0,0,agentkallus,,,,,,,,,,0,12,4,3,3,,,,
Ken Cho,firstorder,muse,tiefofighter,30,0,0,0,,,,,,,,,,,3,3,1,2,2,,,,
Ken Cho,firstorder,recoil,tievnsilencer,71,2,0,0,primedthrusters,iontorpedoes,,,,,,,,,3,4,2,3,4,,,,
Ken Cho,firstorder,avenger,tievnsilencer,56,0,0,0,,,,,,,,,,,3,4,2,3,3,,,,
Ken Cho,firstorder,scorch,tiefofighter,37,1,0,0,advancedoptics,,,,,,,,,,3,3,1,2,4,,,,
Kenneth Scher,separatistalliance,feethanottrawautopilot,belbullab22starfighter,42,2,1,1,munitionsfailsafe,soullessone,,,,,,,,,2,5,2,3,1,munitionsfailsafe,,,
Kenneth Scher,separatistalliance,dbs404,hyenaclassdroidbomber,48,3,0,0,plasmatorpedoes,clustermines,landingstruts,,,,,,,,2,5,0,2,4,,,,
Kenneth Scher,separatistalliance,berwerkret,nantexclassstarfighter,52,1,0,0,squadleader,,,,,,,,,,3,4,0,3,5,,,,
Kenneth Scher,separatistalliance,dfs081,vultureclassdroidfighter,32,2,1,1,clustermissiles,delayedfuses,,,,,,,,,2,3,0,2,3,delayedfuses,,,
Kenneth Scher,separatistalliance,separatistdrone,vultureclassdroidfighter,25,1,0,0,ionmissiles,,,,,,,,,,2,3,0,2,3,,,,
Kenny Turner,rebelalliance,chopper,vcx100lightfreighter,74,2,0,0,chewbacca,tacticalscrambler,,,,,,,,,0,10,4,4,2,,,,
Kenny Turner,rebelalliance,ibtisam,arc170starfighter,73,3,0,0,protontorpedoes,perceptivecopilot,r2d2,,,,,,,,1,6,3,3,3,,,,
Kenny Turner,rebelalliance,esegetuketu,btls8kwing,52,1,0,0,barragerockets,,,,,,,,,,1,6,3,2,3,,,,
Kettch,separatistalliance,baktoidprototype,hyenaclassdroidbomber,28,0,0,0,,,,,,,,,,,2,5,0,2,1,,,,
Kettch,separatistalliance,darkcourier,sithinfiltrator,73,3,0,0,protontorpedoes,drk1probedroids,scimitar,,,,,,,,1,6,4,3,2,,,,
Kettch,separatistalliance,feethanottrawautopilot,belbullab22starfighter,35,0,0,0,,,,,,,,,,,2,3,2,3,1,,,,
Kettch,separatistalliance,countdooku,sithinfiltrator,63,0,0,0,,,,,,,,,,,1,6,4,3,3,,,,
Kevin,firstorder,zetasquadronsurvivor,tiesffighter,41,2,0,0,concussionmissiles,passivesensors,,,,,,,,,2,3,3,2,2,,,,
Kevin,firstorder,recoil,tievnsilencer,62,2,0,0,biohexacryptcodes,ionmissiles,,,,,,,,,3,4,2,3,4,,,,
Kevin,firstorder,holo,tiebainterceptor,66,2,0,0,outmaneuver,concussionmissiles,,,,,,,,,3,2,2,3,5,,,,
Kevin,firstorder,null,tiefofighter,30,0,0,0,,,,,,,,,,,3,3,1,2,0,,,,
Kevin Brimage,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,42,2,0,0,passivesensors,iontorpedoes,,,,,,,,,2,3,2,2,2,,,,
Kevin Brimage,galacticrepublic,ricolie,nabooroyaln1starfighter,56,3,0,0,crackshot,r2astromech,advprotontorpedoes,,,,,,,,2,3,2,2,5,,,,
Kevin Brimage,galacticrepublic,saeseetiin,delta7aethersprite,49,2,0,0,r3astromech,calibratedlasertargeting,,,,,,,,,3,3,1,2,4,,,,
Kevin Brimage,galacticrepublic,luminaraunduli,delta7aethersprite,52,1,0,0,r2astromech,,,,,,,,,,3,3,1,2,4,,,,
Killerbeardhawk,firstorder,lieutenanttavson,upsilonclassshuttle,76,3,0,0,novicetechnician,captainphasma,autoblasters,,,,,,,,1,6,6,4,3,,,,
Killerbeardhawk,firstorder,null,tiefofighter,36,1,0,0,targetingsynchronizer,,,,,,,,,,3,3,1,2,0,,,,
Killerbeardhawk,firstorder,lieutenantlehuse,tiesffighter,43,1,0,0,ionmissiles,,,,,,,,,,2,3,3,2,5,,,,
Killerbeardhawk,firstorder,zetasquadronsurvivor,tiesffighter,42,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,2,,,,
Kimberly Colas,resistance,pammichnerrogoode,resistancetransport,50,2,0,0,advancedoptics,gnkgonkdroid,,,,,,,,,1,5,3,2,3,,,,
Kimberly Colas,resistance,greersonnel,rz2awing,41,1,0,0,patternanalyzer,,,,,,,,,,3,2,2,2,4,,,,
Kimberly Colas,resistance,blacksquadronace-t70xwing,t70xwing,51,2,0,0,bbastromech,integratedsfoils,,,,,,,,,2,4,3,3,4,,,,
Kimberly Colas,resistance,temminwexley,t70xwing,53,1,0,0,integratedsfoils,,,,,,,,,,2,4,3,3,4,,,,
Kris Erickson,resistance,hansolo-scavengedyt1300,scavengedyt1300,80,2,0,0,concussionmissiles,rosetico,,,,,,,,,1,8,3,3,6,,,,
Kris Erickson,resistance,colossusstationmechanic,fireball,36,3,0,0,r5x3,advancedslam,kazsfireball,,,,,,,,2,6,0,2,2,,,,
Kris Erickson,resistance,covanell,resistancetransport,49,2,0,0,patternanalyzer,r1j5,,,,,,,,,1,5,3,2,4,,,,
Kris Erickson,resistance,jarekyeager,fireball,33,0,0,0,,,,,,,,,,,2,6,0,2,5,,,,
Kristoff Sote,resistance,rosetico,resistancetransportpod,40,3,0,0,stealthdevice,experthandling,targetingsynchronizer,,,,,,,,2,3,1,2,3,,,,
Kristoff Sote,resistance,finn,resistancetransportpod,29,0,0,0,,,,,,,,,,,2,3,1,2,2,,,,
Kristoff Sote,resistance,bluesquadronrookie,t70xwing,48,3,0,0,integratedsfoils,advancedoptics,blackone,,,,,,,,2,4,3,3,1,,,,
Kristoff Sote,resistance,greersonnel,rz2awing,43,2,0,0,intimidation,advancedoptics,,,,,,,,,3,2,2,2,4,,,,
Kristoff Sote,resistance,greensquadronexpert,rz2awing,34,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,
Kyle blackman,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,42,1,0,0,plasmatorpedoes,,,,,,,,,,2,3,2,2,2,,,,
Kyle blackman,galacticrepublic,sinker,arc170starfighter,60,1,0,0,advprotontorpedoes,,,,,,,,,,1,6,3,3,3,,,,
Kyle blackman,galacticrepublic,oddball-btlbywing,btlbywing,49,1,0,0,ioncannonturret,,,,,,,,,,1,5,3,2,5,,,,
Kyle blackman,galacticrepublic,shadowsquadronveteran,btlbywing,47,2,0,0,plasmatorpedoes,afterburners,,,,,,,,,1,5,3,2,3,,,,
Kyle Kenyon,galacticrepublic,tucker,v19torrentstarfighter,34,1,0,0,clustermissiles,,,,,,,,,,2,5,0,2,2,,,,
Kyle Kenyon,galacticrepublic,axe,v19torrentstarfighter,44,2,0,0,outmaneuver,magpulsewarheads,,,,,,,,,2,5,0,2,3,,,,
Kyle Kenyon,galacticrepublic,anakinskywalker,delta7aethersprite,71,2,0,0,foresight,calibratedlasertargeting,,,,,,,,,3,3,1,2,6,,,,
Kyle Kenyon,galacticrepublic,oddball-btlbywing,btlbywing,49,1,0,0,r4p44,,,,,,,,,,1,5,3,2,5,,,,
Kyle Meidell,galacticempire,gideonhask,tielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,4,,,,
Kyle Meidell,galacticempire,captainferoph,tiereaper,60,1,0,0,grandinquisitor,,,,,,,,,,1,6,2,3,3,,,,
Kyle Meidell,galacticempire,deathrain,tiecapunisher,55,2,0,0,iontorpedoes,protonbombs,,,,,,,,,1,6,3,2,4,,,,
Kyle Meidell,galacticempire,soontirfel,tieininterceptor,53,0,0,0,,,,,,,,,,,3,3,0,3,6,,,,
Lachlan Moore,scumandvillainy,blacksunenforcer,starviperclassattackplatform,45,0,0,0,,,,,,,,,,,3,4,1,3,2,,,,
Lachlan Moore,scumandvillainy,tansariipointveteran,m3ainterceptor,43,2,0,0,squadleader,advprotontorpedoes,,,,,,,,,3,3,1,2,3,,,,
Lachlan Moore,scumandvillainy,kavil,btla4ywing,48,2,0,0,dorsalturret,deadmansswitch,,,,,,,,,1,6,2,2,5,,,,
Lachlan Moore,scumandvillainy,dalanoberos-starviperclassattackplatform,starviperclassattackplatform,64,1,0,0,advancedsensors,,,,,,,,,,3,4,1,3,4,,,,
Lee Holland,rebelalliance,wullffwarro,auzituckgunship,60,2,0,0,zeborrelios,targetingcomputer,,,,,,,,,1,6,2,3,4,,,,
Lee Holland,rebelalliance,evaanverlaine,btla4ywing,40,1,0,0,ioncannonturret,,,,,,,,,,1,6,2,2,3,,,,
Lee Holland,rebelalliance,rebelscout,hwk290lightfreighter,48,1,0,0,moldycrow,,,,,,,,,,2,3,2,2,2,,,,
Lee Holland,rebelalliance,knavesquadronescort,ewing,52,1,0,0,firecontrolsystem,,,,,,,,,,3,3,3,3,2,,,,
Leif Tangstad ,rebelalliance,kullbeesperado,t65xwing,54,3,0,0,intimidation,hullupgrade,servomotorsfoils,,,,,,,,2,5,2,3,4,,,,
Leif Tangstad ,rebelalliance,braylenstramm,asf01bwing,60,3,0,0,jammingbeam,iontorpedoes,stabilizedsfoils,,,,,,,,1,4,4,3,4,,,,
Leif Tangstad ,rebelalliance,ezrabridger,attackshuttle,47,2,1,1,instinctiveaim,stealthdevice,,,,,,,,,2,3,1,3,3,instinctiveaim,,,
Leif Tangstad ,rebelalliance,phoenixsquadronpilot,rz1awing,36,1,0,0,snapshot,,,,,,,,,,3,2,2,2,1,,,,
Liam Lee,rebelalliance,captainrex,tielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Liam Lee,rebelalliance,ginamoonsong,asf01bwing,57,2,0,0,heavylasercannon,stabilizedsfoils,,,,,,,,,1,4,4,3,5,,,,
Liam Lee,rebelalliance,zeborrelios-tielnfighter,tielnfighter,26,1,0,0,electronicbaffle,,,,,,,,,,3,3,0,2,2,,,,
Liam Lee,rebelalliance,biggsdarklighter,t65xwing,48,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,3,,,,
Liam Lee,rebelalliance,arvelcrynyd,rz1awing,37,1,0,0,intimidation,,,,,,,,,,3,2,2,2,3,,,,
Lionel JOURDAN,scumandvillainy,zealousrecruit,fangfighter,54,1,0,0,protontorpedoes,,,,,,,,,,3,4,0,3,1,,,,
Lionel JOURDAN,scumandvillainy,moraloeval,yv666lightfreighter,79,4,0,0,ionmissiles,l337,shieldupgrade,houndstooth,,,,,,,1,9,4,3,4,,,,
Lionel JOURDAN,scumandvillainy,landocalrissian-escapecraft,escapecraft,34,1,0,0,hullupgrade,,,,,,,,,,2,3,2,2,4,,,,
Lionel JOURDAN,scumandvillainy,constablezuvio,quadrijettransferspacetug,33,0,0,0,,,,,,,,,,,2,5,0,2,4,,,,
"Looryl ""Louie"" Qrygg",rebelalliance,lieutenantblount,z95af4headhunter,32,1,0,0,predator,,,,,,,,,,2,2,2,2,4,,,,
"Looryl ""Louie"" Qrygg",rebelalliance,wildspacefringer,yt2400lightfreighter,110,3,0,0,lukeskywalker,hullupgrade,contrabandcybernetics,,,,,,,,2,7,4,4,1,,,,
"Looryl ""Louie"" Qrygg",rebelalliance,magvayarro,ut60duwing,58,2,0,0,k2so,pivotwing,,,,,,,,,2,5,3,3,3,,,,
Luc Girod,galacticrepublic,squadsevenveteran,arc170starfighter,80,6,0,0,experthandling,protontorpedoes,perceptivecopilot,veterantailgunner,r5astromech,shieldupgrade,,,,,1,6,4,3,3,,,,
Luc Girod,galacticrepublic,anakinskywalker,delta7aethersprite,75,3,0,0,heightenedperception,r4p17,calibratedlasertargeting,,,,,,,,3,3,1,2,6,,,,
Luc Girod,galacticrepublic,ricolie,nabooroyaln1starfighter,45,1,0,0,elusive,,,,,,,,,,2,3,2,2,5,,,,
Luke  Wilkie ,resistance,vimoradi,resistancetransportpod,29,1,0,0,electronicbaffle,,,,,,,,,,2,3,1,2,1,,,,
Luke  Wilkie ,resistance,hansolo-scavengedyt1300,scavengedyt1300,68,1,0,0,intimidation,,,,,,,,,,1,8,3,3,6,,,,
Luke  Wilkie ,resistance,cat,mg100starfortress,69,2,0,0,patternanalyzer,finn,,,,,,,,,1,9,3,3,1,,,,
Luke  Wilkie ,resistance,r1j5,fireball,34,1,0,0,chewbacca-crew-swz19,,,,,,,,,,2,6,0,2,1,,,,
Luke Carrington,separatistalliance,dfs081,vultureclassdroidfighter,26,0,0,0,,,,,,,,,,,2,3,0,2,3,,,,
Luke Carrington,separatistalliance,generalgrievous,belbullab22starfighter,64,4,0,0,swarmtactics,k2b4,afterburners,soullessone,,,,,,,2,5,2,3,4,,,,
Luke Carrington,separatistalliance,066,sithinfiltrator,58,2,1,3,targetingcomputer,scimitar,,,,,,,,,1,6,4,3,3,targetingcomputer,,,
Luke Carrington,separatistalliance,petranakiarenaace,nantexclassstarfighter,52,1,0,0,ensnare,,,,,,,,,,3,4,0,3,4,,,,
Luke Paulson,galacticempire,lieutenantkarsabi,alphaclassstarwing,46,2,0,0,passivesensors,concussionmissiles,,,,,,,,,2,4,3,2,3,,,,
Luke Paulson,galacticempire,coloneljendon,lambdaclasst4ashuttle,48,0,0,0,,,,,,,,,,,1,6,4,3,3,,,,
Luke Paulson,galacticempire,darthvader,tieadvancedx1,73,1,0,0,collisiondetector,,,,,,,,,,3,3,2,2,6,,,,
Luke Paulson,galacticempire,deathfire,tiesabomber,32,0,0,0,,,,,,,,,,,2,6,0,2,2,,,,
Luke Sunol,firstorder,ember,tiebainterceptor,73,4,0,0,fanatical,patternanalyzer,concussionmissiles,stealthdevice,,,,,,,3,2,2,3,4,,,,
Luke Sunol,firstorder,quickdraw,tiesffighter,55,4,1,1,crackshot,concussionmissiles,firecontrolsystem,delayedfuses,,,,,,,2,3,3,2,6,delayedfuses,,,
Luke Sunol,firstorder,holo,tiebainterceptor,72,3,0,0,fanatical,primedthrusters,hullupgrade,,,,,,,,3,3,2,3,5,,,,
Luke Thompson,galacticempire,coloneljendon,lambdaclasst4ashuttle,72,4,1,2,firecontrolsystem,heavylasercannon,darthvader,hullupgrade,,,,,,,1,7,4,3,3,firecontrolsystem,,,
Luke Thompson,galacticempire,sienarspecialist,tieagaggressor,34,1,0,0,barragerockets,,,,,,,,,,2,4,1,2,2,,,,
Luke Thompson,galacticempire,seventhsister,tieadvancedv1,49,1,0,0,concussionmissiles,,,,,,,,,,3,2,2,2,4,,,,
Luke Thompson,galacticempire,gammasquadronace,tiesabomber,42,2,0,0,iontorpedoes,staticdischargevanes,,,,,,,,,2,6,0,2,3,,,,
Lysander Lysandrou,resistance,elloasty,t70xwing,69,4,0,0,r2astromech,hullupgrade,integratedsfoils,blackone,,,,,,,2,5,3,3,5,,,,
Lysander Lysandrou,resistance,pammichnerrogoode,resistancetransport,46,2,0,0,advancedoptics,tacticalofficer,,,,,,,,,1,5,3,2,3,,,,
Lysander Lysandrou,resistance,blacksquadronace-t70xwing,t70xwing,59,4,0,0,r4astromech,integratedsfoils,advancedoptics,ioncannon,,,,,,,2,4,3,3,4,,,,
Lysander Lysandrou,resistance,rosetico,resistancetransportpod,26,0,0,0,,,,,,,,,,,2,3,1,2,3,,,,
mad_chemist,galacticempire,countessryad,tieddefender,89,1,0,0,juke,,,,,,,,,,3,3,4,3,4,,,,
mad_chemist,galacticempire,tomaxbren,tiesabomber,38,1,0,0,seismiccharges,,,,,,,,,,2,6,0,2,5,,,,
mad_chemist,galacticempire,countdown,tieskstriker,44,0,0,0,,,,,,,,,,,2,4,0,3,4,,,,
mad_chemist,galacticempire,wampa,tielnfighter,29,0,0,0,,,,,,,,,,,3,3,0,2,1,,,,
Magne Gudmundsen,firstorder,avenger,tievnsilencer,62,1,0,0,advprotontorpedoes,,,,,,,,,,3,4,2,3,3,,,,
Magne Gudmundsen,firstorder,rush,tievnsilencer,66,1,0,0,plasmatorpedoes,,,,,,,,,,3,4,2,3,2,,,,
Magne Gudmundsen,firstorder,majorvonreg,tiebainterceptor,70,2,0,0,targetingsynchronizer,protonrockets,,,,,,,,,3,2,2,3,6,,,,
Malloc,galacticrepublic,r2d2,btlbywing,36,1,0,0,marksmanship,,,,,,,,,,1,5,3,2,2,,,,
Malloc,galacticrepublic,macewindu,delta7aethersprite,60,2,0,0,precognitivereflexes,stealthdevice,,,,,,,,,3,3,1,2,4,,,,
Malloc,galacticrepublic,ahsokatano,delta7aethersprite,53,1,0,0,r2astromech,,,,,,,,,,3,3,1,2,3,,,,
Malloc,galacticrepublic,ricolie,nabooroyaln1starfighter,49,1,0,0,juke,,,,,,,,,,2,3,2,2,5,,,,
Marc de Bruyn,galacticempire,redline,tiecapunisher,70,4,0,0,firecontrolsystem,iontorpedoes,ionbombs,shieldupgrade,,,,,,,1,6,4,2,5,,,,
Marc de Bruyn,galacticempire,lieutenantkarsabi,alphaclassstarwing,49,3,1,0,passivesensors,plasmatorpedoes,xg1assaultconfiguration,,,,,,,,2,4,3,2,3,xg1assaultconfiguration,,,
Marc de Bruyn,galacticempire,onyxsquadronace,tieddefender,80,2,0,0,collisiondetector,jammingbeam,,,,,,,,,3,3,4,3,4,,,,
Marc McIntyre,rebelalliance,zeborrelios-sheathipedeclassshuttle,sheathipedeclassshuttle,43,3,0,0,electronicbaffle,r2astromech,phantom,,,,,,,,2,4,1,2,2,,,,
Marc McIntyre,rebelalliance,leiaorgana,modifiedyt1300lightfreighter,92,3,0,0,brilliantevasion,landocalrissian,k2so,,,,,,,,1,8,5,3,5,,,,
Marc McIntyre,rebelalliance,roguesquadronescort,ewing,62,2,0,0,intimidation,advprotontorpedoes,,,,,,,,,3,3,3,3,4,,,,
Marcelo Boldrin,scumandvillainy,captainseevor,modifiedtielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,
Marcelo Boldrin,scumandvillainy,jakkugunrunner,quadrijettransferspacetug,40,2,0,0,l337,proximitymines,,,,,,,,,2,5,0,2,1,,,,
Marcelo Boldrin,scumandvillainy,dalanoberos-starviperclassattackplatform,starviperclassattackplatform,64,1,0,0,advancedsensors,,,,,,,,,,3,4,1,3,4,,,,
Marcelo Boldrin,scumandvillainy,lattsrazzi,yv666lightfreighter,63,3,0,0,cikatrovizago,contrabandcybernetics,hullupgrade,,,,,,,,1,10,3,3,3,,,,
Marco de Scordilli,galacticrepublic,bluesquadronprotector,v19torrentstarfighter,40,3,0,0,predator,concussionmissiles,hullupgrade,,,,,,,,2,6,0,2,3,,,,
Marco de Scordilli,galacticrepublic,saeseetiin,delta7aethersprite,72,3,0,0,r5astromech,delta7b,hullupgrade,,,,,,,,2,4,3,3,4,,,,
