listid,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03,yasb
Jared M Paul#1,galacticempire,rexlerbrath,tieddefender,81,1,0,0,jammingbeam,,,,,,,,,,3,3,4,3,5,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175X126W113W311W247Y196XWW12WY187XWWWWWY208XWWWWWW&sn=Random%20Squad&obs=
Jared M Paul#1,galacticempire,lieutenantkestal,tieagaggressor,31,0,0,0,,,,,,,,,,,2,4,1,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175X126W113W311W247Y196XWW12WY187XWWWWWY208XWWWWWW&sn=Random%20Squad&obs=
Jared M Paul#1,galacticempire,scimitarsquadronpilot,tiesabomber,27,0,0,0,,,,,,,,,,,2,6,0,2,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175X126W113W311W247Y196XWW12WY187XWWWWWY208XWWWWWW&sn=Random%20Squad&obs=
Jared M Paul#2,rebelalliance,ezrabridger-sheathipedeclassshuttle,sheathipedeclassshuttle,58,3,0,0,r2astromech,chewbacca,sense,,,,,,,,2,4,1,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z70X75W21WW2WY53XW101Y75XWWWWWWY55XWWY48XWWWWW&sn=Random%20Squad&obs=
Jared M Paul#2,rebelalliance,phoenixsquadronpilot,rz1awing,33,1,0,0,ionmissiles,,,,,,,,,,3,2,2,2,1,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z70X75W21WW2WY53XW101Y75XWWWWWWY55XWWY48XWWWWW&sn=Random%20Squad&obs=
Jared M Paul#2,rebelalliance,bladesquadronveteran,asf01bwing,42,0,0,0,,,,,,,,,,,1,4,4,3,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z70X75W21WW2WY53XW101Y75XWWWWWWY55XWWY48XWWWWW&sn=Random%20Squad&obs=
Jared M Paul#2,rebelalliance,lieutenantblount,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z70X75W21WW2WY53XW101Y75XWWWWWWY55XWWY48XWWWWW&sn=Random%20Squad&obs=
Jared M Paul#2,rebelalliance,kylekatarn,hwk290lightfreighter,34,0,0,0,,,,,,,,,,,2,3,2,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z70X75W21WW2WY53XW101Y75XWWWWWWY55XWWY48XWWWWW&sn=Random%20Squad&obs=
Jared Mackert#1,separatistalliance,66,sithinfiltrator,80,4,0,0,freelanceslicer,shieldupgrade,ta175,protontorpedoes,,,,,,,1,6,5,3,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z335XWW136WW30WW165WW239Y344X131WWWY337X101WWY328X113WWW237&sn=Random%20Squad&obs=
Jared Mackert#1,separatistalliance,skakoanace,belbullab22starfighter,46,1,0,0,squadleader,,,,,,,,,,2,3,2,3,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z335XWW136WW30WW165WW239Y344X131WWWY337X101WWY328X113WWW237&sn=Random%20Squad&obs=
Jared Mackert#1,separatistalliance,dfs311,vultureclassdroidfighter,27,1,0,0,ionmissiles,,,,,,,,,,2,3,0,2,1,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z335XWW136WW30WW165WW239Y344X131WWWY337X101WWY328X113WWW237&sn=Random%20Squad&obs=
Jared Mackert#1,separatistalliance,dbs32c,hyenaclassdroidbomber,43,2,0,0,landingstruts,firecontrolsystem,,,,,,,,,2,5,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z335XWW136WW30WW165WW239Y344X131WWWY337X101WWY328X113WWW237&sn=Random%20Squad&obs=
Jared Mackert#2,resistance,paigetico,mg100starfortress,74,3,0,0,hotshotgunner,electronicbaffle,patternanalyzer,,,,,,,,1,9,3,3,5,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z389XWW206WW86WWWW106Y291XWW188WWW67WWY252XW195WW175WWW&sn=Random%20Squad&obs=
Jared Mackert#2,resistance,cat,mg100starfortress,64,2,0,0,chewbacca-crew-swz19,bombletgenerator,,,,,,,,,1,9,3,3,1,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z389XWW206WW86WWWW106Y291XWW188WWW67WWY252XW195WW175WWW&sn=Random%20Squad&obs=
Jared Mackert#2,resistance,karekun,t70xwing,57,2,0,0,bb8,integratedsfoils,,,,,,,,,2,4,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z389XWW206WW86WWWW106Y291XWW188WWW67WWY252XW195WW175WWW&sn=Random%20Squad&obs=
Jazz#1,firstorder,holo,tiebainterceptor,64,3,0,0,homingmissiles,angleddeflectors,proudtradition,,,,,,,,3,2,1,3,5,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X319WW100W247Y384XWWW236Y243XWWWW240WY259X206WWWW&sn=Random%20Squad&obs=
Jazz#1,firstorder,quickdraw,tiesffighter,48,1,0,0,passivesensors,,,,,,,,,,2,3,3,2,6,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X319WW100W247Y384XWWW236Y243XWWWW240WY259X206WWWW&sn=Random%20Squad&obs=
Jazz#1,firstorder,zetasquadronsurvivor,tiesffighter,37,1,0,0,patternanalyzer,,,,,,,,,,2,3,3,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X319WW100W247Y384XWWW236Y243XWWWW240WY259X206WWWW&sn=Random%20Squad&obs=
Jazz#2,separatistalliance,dfs081,vultureclassdroidfighter,27,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XW208WY356XWY310X209WWY324X135W100W71WWY305XWWWY309XWW&sn=Random%20Squad&obs=
Jazz#2,separatistalliance,chertek,nantexclassstarfighter,39,0,0,0,,,,,,,,,,,3,4,0,3,4,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XW208WY356XWY310X209WWY324X135W100W71WWY305XWWWY309XWW&sn=Random%20Squad&obs=
Jazz#2,separatistalliance,haorchallprototype,vultureclassdroidfighter,26,1,0,0,energyshellcharges,,,,,,,,,,2,3,0,2,1,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XW208WY356XWY310X209WWY324X135W100W71WWY305XWWWY309XWW&sn=Random%20Squad&obs=
Jazz#2,separatistalliance,technounionbomber,hyenaclassdroidbomber,39,3,0,0,seismiccharges,homingmissiles,iontorpedoes,,,,,,,,2,5,0,2,1,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XW208WY356XWY310X209WWY324X135W100W71WWY305XWWWY309XWW&sn=Random%20Squad&obs=
Jazz#2,separatistalliance,generalgrievous,belbullab22starfighter,44,0,0,0,,,,,,,,,,,2,3,2,3,4,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XW208WY356XWY310X209WWY324X135W100W71WWY305XWWWY309XWW&sn=Random%20Squad&obs=
Jazz#2,separatistalliance,precisehunter,vultureclassdroidfighter,23,0,0,0,,,,,,,,,,,2,3,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XW208WY356XWY310X209WWY324X135W100W71WWY305XWWWY309XWW&sn=Random%20Squad&obs=
JBark#1,scumandvillainy,foremanproach,modifiedtielnfighter,39,1,0,0,snapshot,,,,,,,,,,3,3,0,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z302X256WY110XWWWW110WY249XWY158XWWWY90XW311WWWWWW&sn=Random%20Squad&obs=
JBark#1,scumandvillainy,zuckuss,g1astarfighter,47,1,0,0,tacticalscrambler,,,,,,,,,,1,5,4,3,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z302X256WY110XWWWW110WY249XWY158XWWWY90XW311WWWWWW&sn=Random%20Squad&obs=
JBark#1,scumandvillainy,ahhav,modifiedtielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z302X256WY110XWWWW110WY249XWY158XWWWY90XW311WWWWWW&sn=Random%20Squad&obs=
JBark#1,scumandvillainy,blacksunsoldier,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z302X256WY110XWWWW110WY249XWY158XWWWY90XW311WWWWWW&sn=Random%20Squad&obs=
JBark#1,scumandvillainy,landocalrissian,customizedyt1300lightfreighter,55,1,0,0,magpulsewarheads,,,,,,,,,,1,8,3,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z302X256WY110XWWWW110WY249XWY158XWWWY90XW311WWWWWW&sn=Random%20Squad&obs=
JBark#2,galacticempire,mornakee,vt49decimator,89,2,0,0,moffjerjerrod,staticdischargevanes,,,,,,,,,0,12,4,3,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z396XWW50WWWWW109WY161X127WWWWWY191XWWWWW70W69W&sn=Random%20Squad&obs=
JBark#2,galacticempire,majorvynder,alphaclassstarwing,43,1,0,0,predator,,,,,,,,,,2,4,3,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z396XWW50WWWWW109WY161X127WWWWWY191XWWWWW70W69W&sn=Random%20Squad&obs=
JBark#2,galacticempire,redline,tiecapunisher,63,2,0,0,proximitymines,protonbombs,,,,,,,,,1,6,3,2,5,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z396XWW50WWWWW109WY161X127WWWWWY191XWWWWW70W69W&sn=Random%20Squad&obs=
JBeck#1,rebelalliance,evaanverlaine,btla4ywing,65,6,0,0,r2astromech,protonbombs,hotshotgunner,staticdischargevanes,experthandling,ioncannonturret,,,,,1,6,2,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z28X120W138WW2W109W69W86Y24XW134WWY15XY59XWWW&sn=Random%20Squad&obs=
JBeck#1,rebelalliance,knavesquadronescort,ewing,56,1,0,0,advprotontorpedoes,,,,,,,,,,3,3,3,3,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z28X120W138WW2W109W69W86Y24XW134WWY15XY59XWWW&sn=Random%20Squad&obs=
JBeck#1,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z28X120W138WW2W109W69W86Y24XW134WWY15XY59XWWW&sn=Random%20Squad&obs=
JBeck#1,rebelalliance,lowhhrick,auzituckgunship,52,0,0,0,,,,,,,,,,,1,6,2,3,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z28X120W138WW2W109W69W86Y24XW134WWY15XY59XWWW&sn=Random%20Squad&obs=
JBeck#2,resistance,zaribangel,rz2awing,48,3,0,0,clustermissiles,intimidation,patternanalyzer,,,,,,,,3,2,2,2,3,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z271X122WW98W206Y380X102W4W310W108W106W315Y252X127W197W215W175WW171WY350XW178W243W&sn=Random%20Squad&obs=
JBeck#2,resistance,karekun,t70xwing,66,5,0,0,m9g8,integratedsfoils,sparepartscanisters,predator,blackone,,,,,,2,4,3,3,4,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z271X122WW98W206Y380X102W4W310W108W106W315Y252X127W197W215W175WW171WY350XW178W243W&sn=Random%20Squad&obs=
JBeck#2,resistance,finn,resistancetransportpod,39,2,0,0,larmadacy,primedthrusters,,,,,,,,,2,3,1,2,2,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z271X122WW98W206Y380X102W4W310W108W106W315Y252X127W197W215W175WW171WY350XW178W243W&sn=Random%20Squad&obs=
JDLNZ#1,galacticrepublic,swoop,v19torrentstarfighter,31,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z364XWW234WWWW249Y366XW138W134W88W5WWY342X119WW30WWW108Y317XWW&sn=Random%20Squad&obs=
JDLNZ#2,separatistalliance,precisehunter,vultureclassdroidfighter,29,2,0,0,grapplingstruts,homingmissiles,,,,,,,,,2,3,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z309X100W208WY305XWWW229Y328XW223WWY337XWW109Y343XW208WY309XWW&sn=Random%20Squad&obs=
JDLNZ#2,separatistalliance,generalgrievous,belbullab22starfighter,50,1,0,0,soullessone,,,,,,,,,,2,5,2,3,4,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z309X100W208WY305XWWW229Y328XW223WWY337XWW109Y343XW208WY309XWW&sn=Random%20Squad&obs=
JDLNZ#2,separatistalliance,dbs32c,hyenaclassdroidbomber,45,1,0,0,tv94,,,,,,,,,,2,5,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z309X100W208WY305XWWW229Y328XW223WWY337XWW109Y343XW208WY309XWW&sn=Random%20Squad&obs=
JDLNZ#2,separatistalliance,dfs311,vultureclassdroidfighter,29,1,0,0,staticdischargevanes,,,,,,,,,,2,3,0,2,1,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z309X100W208WY305XWWW229Y328XW223WWY337XWW109Y343XW208WY309XWW&sn=Random%20Squad&obs=
JDLNZ#2,separatistalliance,separatistdrone,vultureclassdroidfighter,22,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z309X100W208WY305XWWW229Y328XW223WWY337XWW109Y343XW208WY309XWW&sn=Random%20Squad&obs=
JDLNZ#2,separatistalliance,precisehunter,vultureclassdroidfighter,23,0,0,0,,,,,,,,,,,2,3,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z309X100W208WY305XWWW229Y328XW223WWY337XWW109Y343XW208WY309XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#1,rebelalliance,ginamoonsong,asf01bwing,57,2,0,0,heavylasercannon,stabilizedsfoils,,,,,,,,,1,4,4,3,5,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z16X108Y391XWWW10WWW313Y15X106Y7XWWW142Y51XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#1,rebelalliance,zeborrelios-tielnfighter,tielnfighter,26,1,0,0,electronicbaffle,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z16X108Y391XWWW10WWW313Y15X106Y7XWWW142Y51XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#1,rebelalliance,biggsdarklighter,t65xwing,48,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z16X108Y391XWWW10WWW313Y15X106Y7XWWW142Y51XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#1,rebelalliance,arvelcrynyd,rz1awing,34,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z16X108Y391XWWW10WWW313Y15X106Y7XWWW142Y51XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#2,galacticempire,majorvynder,alphaclassstarwing,60,3,0,0,protonrockets,staticdischargevanes,advprotontorpedoes,,,,,,,,2,4,3,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161XWW134W102W109WY212XWWWY182XWY182XW105Y178XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#2,galacticempire,blacksquadronscout,tieskstriker,34,0,0,0,,,,,,,,,,,2,4,0,3,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161XWW134W102W109WY212XWWWY182XWY182XW105Y178XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#2,galacticempire,alphasquadronpilot,tieininterceptor,31,0,0,0,,,,,,,,,,,3,3,0,3,1,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161XWW134W102W109WY212XWWWY182XWY182XW105Y178XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#2,galacticempire,alphasquadronpilot,tieininterceptor,37,1,0,0,afterburners,,,,,,,,,,3,3,0,3,1,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161XWW134W102W109WY212XWWWY182XWY182XW105Y178XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#2,galacticempire,tempestsquadronpilot,tieadvancedx1,36,0,0,0,,,,,,,,,,,3,3,2,2,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161XWW134W102W109WY212XWWWY182XWY182XW105Y178XWW&sn=Random%20Squad&obs=
Jef Dynasty#1,firstorder,omegasquadronace,tiefofighter,37,2,0,0,afterburners,intimidation,,,,,,,,,3,3,1,2,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X122WW105Y233X125W186WY267X131W206WY237XWWW102&sn=Random%20Squad&obs=
Jef Dynasty#1,firstorder,midnight,tiefofighter,47,2,0,0,marksmanship,advancedoptics,,,,,,,,,3,3,1,2,6,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X122WW105Y233X125W186WY267X131W206WY237XWWW102&sn=Random%20Squad&obs=
Jef Dynasty#1,firstorder,omegasquadronace,tiefofighter,41,2,0,0,squadleader,patternanalyzer,,,,,,,,,3,3,1,2,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X122WW105Y233X125W186WY267X131W206WY237XWWW102&sn=Random%20Squad&obs=
Jef Dynasty#1,firstorder,blackout,tievnsilencer,70,1,0,0,protonrockets,,,,,,,,,,3,4,2,3,5,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X122WW105Y233X125W186WY267X131W206WY237XWWW102&sn=Random%20Squad&obs=
Jef Dynasty#2,rebelalliance,phoenixsquadronpilot,rz1awing,37,2,0,0,concussionmissiles,predator,,,,,,,,,3,2,2,2,1,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53X127W99Y24XW135W7WY13XWY48XWWWWWY54XWW&sn=Random%20Squad&obs=
Jef Dynasty#2,rebelalliance,knavesquadronescort,ewing,62,2,0,0,r5d8,iontorpedoes,,,,,,,,,3,3,3,3,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53X127W99Y24XW135W7WY13XWY48XWWWWWY54XWW&sn=Random%20Squad&obs=
Jef Dynasty#2,rebelalliance,sabinewren-tielnfighter,tielnfighter,29,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53X127W99Y24XW135W7WY13XWY48XWWWWWY54XWW&sn=Random%20Squad&obs=
Jef Dynasty#2,rebelalliance,kylekatarn,hwk290lightfreighter,34,0,0,0,,,,,,,,,,,2,3,2,2,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53X127W99Y24XW135W7WY13XWY48XWWWWWY54XWW&sn=Random%20Squad&obs=
Jef Dynasty#2,rebelalliance,airencracken,z95af4headhunter,36,0,0,0,,,,,,,,,,,2,2,2,2,5,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53X127W99Y24XW135W7WY13XWY48XWWWWWY54XWW&sn=Random%20Squad&obs=
Jeff Mc#1,galacticrepublic,goldsquadrontrooper,v19torrentstarfighter,32,1,0,0,protonrockets,,,,,,,,,,2,5,0,2,2,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X102WY314X73W6W200WY332X256W112W241W234Y363X138WWW2WW&sn=Random%20Squad&obs=
Jeff Mc#1,galacticrepublic,padmeamidala,nabooroyaln1starfighter,73,4,0,0,r2a6,collisiondetector,snapshot,plasmatorpedoes,,,,,,,2,3,2,2,4,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X102WY314X73W6W200WY332X256W112W241W234Y363X138WWW2WW&sn=Random%20Squad&obs=
Jeff Mc#1,galacticrepublic,goji,btlbywing,42,2,0,0,r2astromech,ioncannonturret,,,,,,,,,1,5,3,2,2,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X102WY314X73W6W200WY332X256W112W241W234Y363X138WWW2WW&sn=Random%20Squad&obs=
Jeff Mc#2,separatistalliance,darthmaul,sithinfiltrator,75,1,0,0,kraken,,,,,,,,,,1,6,4,3,5,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z355XW236Y272XWWWWWWWW222Y279XWWY328XWW164WY337XWW&sn=Random%20Squad&obs=
Jeff Mc#2,separatistalliance,tradefederationdrone,vultureclassdroidfighter,19,0,0,0,,,,,,,,,,,2,3,0,2,1,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z355XW236Y272XWWWWWWWW222Y279XWWY328XWW164WY337XWW&sn=Random%20Squad&obs=
Jeff Mc#2,separatistalliance,dbs32c,hyenaclassdroidbomber,45,1,0,0,hullupgrade,,,,,,,,,,2,6,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z355XW236Y272XWWWWWWWW222Y279XWWY328XWW164WY337XWW&sn=Random%20Squad&obs=
Jeff Mc#2,separatistalliance,dfs311,vultureclassdroidfighter,23,0,0,0,,,,,,,,,,,2,3,0,2,1,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z355XW236Y272XWWWWWWWW222Y279XWWY328XWW164WY337XWW&sn=Random%20Squad&obs=
Jeff W#1,firstorder,zetasquadronpilot,tiefofighter,32,1,0,0,targetingsynchronizer,,,,,,,,,,3,3,1,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z265X177W236Y268X177WY251X202WWWWWW111W249Y283XWWW&sn=Random%20Squad&obs=
Jeff W#1,firstorder,avenger,tievnsilencer,56,0,0,0,,,,,,,,,,,3,4,2,3,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z265X177W236Y268X177WY251X202WWWWWW111W249Y283XWWW&sn=Random%20Squad&obs=
Jeff W#2,scumandvillainy,l337-escapecraft,escapecraft,27,1,0,0,marksmanship,,,,,,,,,,2,2,2,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z154X122WW101WWW88WWW150Y148XW112W234W236WY95X125WWY113XWWWWWW&sn=Random%20Squad&obs=
Jeff W#2,scumandvillainy,dacebonearm,hwk290lightfreighter,33,0,0,0,,,,,,,,,,,2,3,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z154X122WW101WWW88WWW150Y148XW112W234W236WY95X125WWY113XWWWWWW&sn=Random%20Squad&obs=
Jello_Knight#1,galacticrepublic,dineeellberger,nabooroyaln1starfighter,46,3,0,0,r5astromech,passivesensors,crackshot,,,,,,,,2,3,2,2,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331X116W240W6WY314X203W213W201W211Y316X123WWY317X124W101W&sn=Random%20Squad&obs=
Jello_Knight#1,galacticrepublic,macewindu,delta7aethersprite,69,4,0,0,r4pastromech,delta7b,predictiveshot,synchronizedconsole,,,,,,,2,3,3,3,4,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331X116W240W6WY314X203W213W201W211Y316X123WWY317X124W101W&sn=Random%20Squad&obs=
Jello_Knight#1,galacticrepublic,oddball,v19torrentstarfighter,41,1,0,0,juke,,,,,,,,,,2,5,0,2,5,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331X116W240W6WY314X203W213W201W211Y316X123WWY317X124W101W&sn=Random%20Squad&obs=
Jello_Knight#1,galacticrepublic,swoop,v19torrentstarfighter,40,2,0,0,ionmissiles,lonewolf,,,,,,,,,2,5,0,2,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331X116W240W6WY314X203W213W201W211Y316X123WWY317X124W101W&sn=Random%20Squad&obs=
Jello_Knight#2,resistance,zizitlo,rz2awing,57,3,0,0,marksmanship,squadleader,advancedoptics,,,,,,,,3,2,2,2,5,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387X125W131WW186Y380X102WWWWWY379XWWW165W166WY245XWWW243WWWW&sn=Random%20Squad&obs=
Jello_Knight#2,resistance,colossusstationmechanic,fireball,33,1,0,0,protonrockets,,,,,,,,,,2,6,0,2,2,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387X125W131WW186Y380X102WWWWWY379XWWW165W166WY245XWWW243WWWW&sn=Random%20Squad&obs=
Jello_Knight#2,resistance,r1j5,fireball,41,2,0,0,shieldupgrade,stealthdevice,,,,,,,,,2,6,1,2,1,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387X125W131WW186Y380X102WWWWWY379XWWW165W166WY245XWWW243WWWW&sn=Random%20Squad&obs=
Jello_Knight#2,resistance,hansolo-scavengedyt1300,scavengedyt1300,69,1,0,0,larmadacy,,,,,,,,,,1,8,3,3,6,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387X125W131WW186Y380X102WWWWWY379XWWW165W166WY245XWWW243WWWW&sn=Random%20Squad&obs=
Jeremy Wilson#1,firstorder,omegasquadronexpert,tiesffighter,55,5,0,0,hotshotgunner,ionmissiles,passivesensors,marksmanship,targetingsynchronizer,,,,,,2,3,3,2,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285X125W177W101W86W240WY289X206WWW30WWWWY233XWWY268XW&sn=Random%20Squad&obs=
Jeremy Wilson#1,firstorder,lieutenanttavson,upsilonclassshuttle,72,2,0,0,freelanceslicer,patternanalyzer,,,,,,,,,1,6,6,4,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285X125W177W101W86W240WY289X206WWW30WWWWY233XWWY268XW&sn=Random%20Squad&obs=
Jeremy Wilson#1,firstorder,midnight,tiefofighter,42,0,0,0,,,,,,,,,,,3,3,1,2,6,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285X125W177W101W86W240WY289X206WWW30WWWWY233XWWY268XW&sn=Random%20Squad&obs=
Jeremy Wilson#1,firstorder,zetasquadronpilot,tiefofighter,26,0,0,0,,,,,,,,,,,3,3,1,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285X125W177W101W86W240WY289X206WWW30WWWWY233XWWY268XW&sn=Random%20Squad&obs=
Jeremy Wilson#2,separatistalliance,bombardmentdrone,hyenaclassdroidbomber,32,2,0,0,landingstruts,firecontrolsystem,,,,,,,,,2,5,0,2,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X113WWWW237Y356XWY337X99WWY336XWWWW68WWWY344XWW164W&sn=Random%20Squad&obs=
